239,125,466|466|87,280,113,7|spatk,def|
240,126,467|467|241,126,9,109|spatk,def|
127|127|404,233,37,89|atk,def|
128|128|428,37,85,57|atk,spatk|
129,130|130|89,63,401,423|atk,speed|
131|131|56,58,109,63|hp,spdef|
132|132|144|hp,speed|
133|133|38,105,98,129|hp,speed|
134|134|62,56,247,98|spatk,speed|
135|135|42,87,86,24|spatk,speed|
136|136|53,44,123,247|spatk,speed|
137,233,474|474|63,161,192,324|spatk,speed|
138,139|139|504,56,57,350|def,spdef|
140,141|141|202,400,453,163|atk,speed|
142|142|157,422,423,424|def,speed|
446,143|143|205,242,34,484|def,hp|
144|144|59,246,355,542|spatk,speed|
145|145|65,85,246,113|spatk,speed|
146|146|241,76,53,143|atk,speed|
147,148,149|149|200,349,86,17|atk,speed|
150|150|94,105,396,112|spatk,speed|
151|151|94,417,105,557|hp,def|
152,153,154|154|345,235,115,89|spdef,def|
155,156,157|157|172,205,38,89|atk,speed|
158,159,160|160|37,242,401,276|atk,speed|
161,162|162|389,304,21,85|atk,hp|
163,164|164|36,355,403,94|spatk,speed|
165,166|166|405,183,38,332|atk,speed|
167,168|168|440,94,42,425|atk,def|
170,171|171|324,57,109,435|spatk,speed|
175,176,468|468|245,403,396,605|spatk,hp|
177,178|178|94,466,332,86|spatk,speed|
179,180,181|181|406,324,408,9|atk,spatk|
182|182|437,241,76,474|def,spatk|
298,183,184|184|583,57,276,38|def,hp|
438,185|185|452,444,359,389|def,atk|
186|186|95,57,240,304|speed,spatk|
187,188,189|189|202,369,512,235|spatk,spdef|
190,424|424|458,28,85,421|atk,hp|
191,192|192|202,80,38,63|spatk,def|
193,469|469|405,403,104,94|atk,speed|
194,195|195|330,89,58,240|spatk,spdef|
196|196|94,98,247,105|spatk,speed|
197|197|236,185,98,247|spatk,speed|
198,430|430|400,17,86,92|atk,speed|
199|199|94,57,29,89|spatk,spdef|
200,429|429|149,247,85,345|spatk,speed|
201|201|237|spatk,spdef|
202,360|202|68,219,243,194|def,spdef|
203|203|94,242,324,458|atk,spatk|
204,205|205|192,450,360,38|def,speed|
206|206|38,246,355,529|atk,def|
207,472|472|404,327,398,422|atk,speed|
209,210|210|200,583,29,424|atk,speed|
211|211|362,398,42,205|atk,speed|
213|213|444,105,450,115|def,spdef|
214|214|224,370,332,331|atk,hp|
215,461|461|400,58,232,98|atk,speed|
216,217|217|185,163,37,359|atk,spdef|
218,219|219|89,53,444,105|def,spatk|
220,221,473|473|89,59,37,157|atk,def|
222|222|408,57,196,334|spdef,def|
223,224|224|331,190,58,324|spatk,hp|
225|225|217,58,332,280|def,hp|
458,226|226|56,340,109,324|spatk,speed|
227|227|211,403,400,163|atk,speed|
228,229|229|242,424,422,218|atk,speed|
231,232|232|89,205,416,157|atk,def|
234|234|26,23,428,109|atk,speed|
235|235|7,8,9,75|atk,speed|
236,237|237|370,197,360,116|atk,def|
241|241|205,208,34,89|def,spdef|
243|243|87,240,326,85|spatk,speed|
244|244|284,241,326,53|spatk,speed|
245|245|59,240,326,57|spatk,speed|
246,247,248|248|444,89,63,242|atk,def|
249|249|177,56,326,157|spatk,speed|
250|250|221,241,105,94|spatk,speed|
251|251|437,246,105,94|spatk,spdef|
252,253,254|254|404,348,202,89|atk,speed|
255,256,257|257|394,327,413,163|atk,spdef|
258,259,260|260|89,58,330,359|spatk,spdef|
261,262|262|389,36,104,242|atk,speed|
263,264|264|163,156,29,85|speed,atk|
265,266,267|267|405,202,16,483|spatk,speed|
268,269|269|405,92,60,236|spatk,spdef|
270,271,272|272|202,57,409,9|atk,def|
273,274,275|275|348,185,280,404|atk,speed|
276,277|277|403,97,104,63|atk,speed|
278,279|279|56,366,17,371|speed,spatk|
280,281,282|282|585,94,345,105|spatk,spdef|
285,286|286|147,183,402,29|atk,speed|
287,288,289|289|359,498,185,58|def,spdef|
296,297|297|370,265,187,484|def,spdef|
304,305,306|306|38,484,89,444|def,atk|
307,308|308|94,7,8,9|spatk,atk|
322,323|323|284,157,89,116|spatk,spdef|
324|324|257,34,89,334|spatk,def|
327|327|37,146,389,528|atk,hp|
328,329,330|330|337,89,242,157|atk,speed|
331,332|332|302,185,42,398|atk,def|
333,334|334|406,287,143,58|spatk,def|
335|335|370,14,404,306|atk,speed|
336|336|242,398,53,525|atk,speed|
341,342|342|152,242,14,11|atk,speed|
349,350|350|57,58,105,240|spatk,speed|
357|357|437,403,235,89|spdef,def|
361,362|362|58,104,29,242|atk,def|
363,364,365|365|423,57,324,89|spatk,hp|
366,367|367|56,57,423,242|atk,spatk|
368|368|56,57,94,58|spatk,spdef|
371,372,373|373|337,424,242,19|atk,speed|
374,375,376|376|309,359,94,418|atk,spdef|
369|369|444,56,89,38|spdef,def|
382|382|57,58,240,105|spatk,spdef|
383|383|241,76,89,394|atk,spdef|
384|384|200,245,19,157|atk,speed|
387,388,389|389|452,202,89,242|atk,def|
390,391,392|392|394,370,512,398|atk,speed|
393,394,395|395|65,453,14,232|def,atk|
396,397,398|398|413,370,332,36|speed,atk|
399,400|400|276,57,158,85|atk,spatk|
403,404,405|405|528,422,242,245|atk,spatk|
406,315,407|407|202,474,345,311|spatk,speed|
415,416|416|454,455,456,403|atk,speed|
418,419|419|423,401,242,97|speed,atk|
420,421|421|311,241,76,234|spatk,spdef|
422,423|423|105,57,89,34|spatk,spdef|
427,428|428|146,26,87,59|atk,spatk|
436,437|437|94,105,360,89|spatk,def|
442|442|95,138,466,399|spatk,speed|
443,444,445|445|337,89,242,444|speed,atk|
447,448|448|245,370,232,198|atk,speed|
449,450|450|89,38,242,201|def,hp|
451,452|452|422,423,305,450|atk,spdef|
453,454|454|188,426,279,389|atk,spatk|
456,457|457|318,57,340,58|spdef,speed|
459,460|460|452,58,89,247|spatk,speed|
470|470|348,202,14,98|atk,speed|
471|471|243,423,242,28|atk,speed|
475|475|427,370,14,348|atk,speed|
476|476|444,89,435,443|spdef,def|
477|477|325,94,261,400|spdef,def|
479|479|506,435,109,86|spdef,speed|
478|478|466,358,58,104|spatk,speed|
495,496,497|497|348,202,21,525|def,speed|
498,499,500|500|394,457,372,89|spatk,hp|
501,502,503|503|534,14,210,279|atk,spdef|
504,505|505|158,242,109,95|atk,speed|
506,507,508|508|416,242,422,424|hp,atk|
509,510|510|28,372,468,163|speed,atk|
511,512|512|154,468,402,512|spatk,speed|
513,514|514|154,468,481,512|spatk,speed|
515,516|516|154,468,503,512|spatk,speed|
519,520,521|521|355,143,314,13|atk,speed|
522,523|523|488,86,85,37|spatk,atk|
531|531|3,36,213,63|hp,def|
535,536,537|537|56,409,89,240|hp,spatk|
540,541,542|542|437,404,163,14|atk,speed|
546,547|547|71,16,113,178|spdef,spatk|
551,552,553|553|200,89,242,201|atk,speed|
556|556|202,389,42,398|atk,def|
557,558|558|110,404,89,157|def,spdef|
570,571|571|539,400,468,421|atk,speed|
580,581|581|413,240,57,355|spatk,speed|
582,583,584|584|58,429,253,243|spatk,hp|
590,591|591|147,92,235,188|spatk,spdef|
592,593|593|105,57,466,202|spatk,spdef|
595,596|596|405,87,521,202|spatk,speed|
597,598|598|191,153,446,73|spdef,def|
599,600,601|601|508,544,435,63|def,spdef|
602,603,604|604|242,435,306,89|spatk,atk|
607,608,609|609|481,247,53,63|spatk,spdef|
610,611,612|612|14,200,337,421|atk,speed|
613,614|614|276,556,37,58|atk,spatk|
621|621|200,276,242,14|atk,speed|
626|626|416,37,224,200|atk,def|
627,628|628|37,413,276,332|atk,speed|
629,630|630|198,403,185,413|atk,speed|
633,634,635|635|200,242,34,116|atk,speed|
636,637|637|552,542,405,37|spatk,atk|
661,662,663|663|413,488,211,14|atk,speed|
674,675|675|398,157,492,89|hp,atk|
700|700|584,113,115,473|spatk,speed|
