144|144|255,84,197,64|spatk,speed|
145|145|255,84,197,64|spatk,speed|
146|146|83,52,17,97|spatk,speed|
147,148,149|148|86,239,21,43|atk,def|
150|150|244,93,219,347|spatk,speed|
151|151|513,5,94,112|spatk,speed|
152,153,154|153|75,235,77,45|def,spatk|
155,156,157|156|98,52,108,43|spdef,spatk|
158,159,160|159|55,44,10,43|atk,spatk|
161,162|162|98,111,21,468|atk,def|
163,164|164|33,95,64,253|atk,speed|
165,166|166|4,113,112,48|spdef,hp|
167,168|167|132,141,425,81|atk,spatk|
170,171|171|48,86,84,55|spatk,speed|
175,176,468|176|204,281,246,38|def,spdef|
177,178|178|64,101,43,109|atk,speed|
179,180,181|180|33,84,86,178|spatk,hp|
183,184,298|184|145,205,39,111|spatk,spdef|
185,438|185|88,175,67,21|def,atk|
187,188,189|188|235,584,33,78|spatk,spdef|
190,424|190|10,39,310,31|atk,spdef|
191,192|192|71,275,320,73|spatk,def|
193,469|193|98,104,197,48|speed,atk|
194,195|195|55,39,341,21|spatk,hp|
196|196|60,98,39,244|spatk,speed|
197|197|185,98,39,109|atk,speed|
198,430|198|64,228,114,17|atk,speed|
200,429|200|149,310,109,45|spatk,speed|
201|201|237|spatk,spdef|
202,360|202|68,219,243,194|def,spdef|
203|203|310,33,45,93|spatk,atk|
204,205|205|33,182,450,229|def,speed|
206|206|111,205,99,281|hp,spdef|
207,472|207|40,28,98,282|atk,speed|
209,210|210|44,204,122,33|atk,def|
211|211|191,40,107,106|atk,def|
213|213|110,111,205,522|def,spdef|
214|214|30,31,332,203|spdef,def|
215,461|215|98,185,43,10|atk,speed|
216,217|217|10,122,313,43|atk,spdef|
218,219|219|281,52,88,123|spatk,spdef|
220,221,473|221|181,33,189,203|spatk,def|
222|222|106,33,145,246|def,hp|
223,224|224|55,62,61,60|spatk,speed|
225|225|217|def,spdef|
226,458|226|61,109,29,17|spatk,atk|
227|227|64,211,43,28|atk,def|
228,229|229|44,52,123,336|atk,spatk|
231,232|232|205,33,111,175|atk,def|
234|234|43,95,36,310|atk,speed|
235|235|93,71,84,52|spatk,speed|
236,237|237|27,116,228,98|atk,def|
241|241|111,205,208,33|def,spdef|
243|243|44,43,84,98|spatk,speed|
244|244|44,43,83,23|spatk,speed|
245|245|44,43,61,62|spatk,speed|
246,247,248|247|44,201,43,498|atk,def|
249|249|311,16,352,240|spatk,speed|
250|250|311,16,52,241|spatk,speed|
251|251|93,73,105,246|spatk,speed|
252,253,254|253|71,228,1,43|atk,speed|
255,256,257|256|52,64,10,45|atk,speed|
258,259,260|259|55,189,33,45|spatk,speed|
261,262|262|33,44,336,28|atk,speed|
263,264|264|29,154,28,156|speed,atk|
265,266,267|266|106,450,40,33|def,spdef|
268,269|268|106,450,40,33|spdef,def|
270,271,272|271|310,71,45,54|spatk,hp|
273,274,275|274|117,106,74,1|def,spdef|
276,277|277|64,116,98,33|atk,speed|
278,279|279|55,17,371,56|speed,spatk|
280,281,282,475|281|45,93,104,345|spatk,spdef|
285,286|285|71,78,73,33|spatk,def|
287,288,289|288|10,281,227,133|def,spdef|
296,297|297|116,292,33,28|atk,def|
304,305,306|305|231,189,182,29|def,atk|
307,308|308|395,347,93,7|atk,spatk|
322,323|323|52,222,45,116|spatk,def|
324|324|110,52,174,123|def,spatk|
327|327|33,253,185,60|atk,spatk|
328,329,330|329|44,28,328,117|atk,spdef|
331,332|332|40,71,73,28|atk,spatk|
333,334|334|64,310,47,31|atk,hp|
335|335|98,210,43,10|atk,speed|
336|336|35,207,44,342|atk,speed|
341,342|342|11,61,43,400|atk,def|
349,350|350|352,240,239,105|spatk,speed|
357|357|74,75,16,43|atk,hp|
361,362,478|362|181,104,43,44|spatk,atk|
363,364,365|364|55,111,205,181|spatk,def|
366,367,368|367|128,55,334,504|def,spatk|
369|369|55,317,106,281|hp,def|
371,372,373|372|225,53,43,44|def,atk|
374,375,376|375|36|atk,def|
382|382|352,58,184,156|spatk,spdef|
383|383|341,52,184,156|atk,def|
384|384|239,44,184,246|atk,spatk|
387,388,389|388|110,71,75,174|def,spdef|
390,391,392|391|10,43,52,172|atk,speed|
393,394,395|394|145,64,1,45|spatk,def|
396,397,398|397|98,33,17,104|atk,speed|
399,400|400|205,111,55,158|def,atk|
403,404,405|404|422,207,44,184|atk,spatk|
406,315,407|315|345,202,40,390|spatk,def|
415,416|416|230,16,450,405|def,spdef|
418,419|419|423,55,98,280|speed,atk|
420,421|421|80,241,76,234|spatk,spdef|
422,423|423|352,426,240,235|spatk,spdef|
427,428|428|98,26,146,247|atk,speed|
436,437|437|95,109,360,94|spatk,def|
442|442|95,138,109,185|spatk,speed|
443,444,445|444|36,163,337,91|speed,atk|
447,448|448|98,68,364,395|atk,speed|
449,450|450|33,28,44,281|atk,speed|
451,452|452|450,305,228,43|atk,spdef|
453,454|454|310,40,189,279|atk,def|
456,457|457|55,1,240,16|hp,spatk|
459,460|460|181,74,43,196|atk,spatk|
470|470|75,98,39,235|atk,speed|
471|471|423,98,39,44|atk,speed|
476|476|356,393,33,334|def,spdef|
477|477|7,8,9,310|atk,speed|
479|479|435,268,109,86|spatk,spdef|
495,496,497|496|22,33,74,536|atk,def|
498,499,500|499|52,33,111,205|atk,spatk|
501,502,503|502|55,33,116,210|atk,speed|
504,505|505|242,67,197,95|speed,atk|
506,507,508|507|242,43,179,526|hp,atk|
509,510|510|28,372,468,163|speed,atk|
511,512|512|154,468,402,512|spatk,speed|
513,514|514|154,468,481,512|spatk,speed|
515,516|516|154,468,503,512|spatk,speed|
519,520,521|520|98,16,45,197|atk,speed|
522,523|523|351,488,240,87|spatk,speed|
531|531|3,36,213,63|hp,def|
535,536,537|536|145,496,341,48|spatk,hp|
540,541,542|541|182,75,450,81|def,atk|
546,547|547|71,16,113,178|spdef,spatk|
551,552,553|552|43,44,28,99|atk,speed|
556|556|64,71,42,74|atk,def|
557,558|558|110,450,182,157|def,spdef|
570,571|571|10,43,228,313|atk,speed|
580,581|581|17,297,240,352|spatk,speed|
582,583,584|583|333,106,310,54|spatk,def|
590,591|591|476,275,202,188|spatk,spdef|
592,593|593|72,352,466,105|spatk,spdef|
595,596|596|405,85,86,182|spatk,speed|
597,598|598|191,523,438,73|atk,def|
599,600,601|600|11,268,84,544|def,spdef|
602,603,604|603|85,242,51,29|spatk,speed|
607,608,609|608|52,310,107,123|spatk,spdef|
610,611,612|611|43,530,372,10|atk,speed|
613,614|614|45,181,362,154|atk,spatk|
621|621|337,279,468,242|atk,speed|
626|626|43,228,31,30|atk,def|
627,628|628|17,31,184,468|atk,hp|
629,630|630|198,403,185,413|atk,speed|
633,634,635|634|337,242,21,116|atk,speed|
636,637|637|37,405,318,488|spatk,atk|
661,662,663|662|512,488,211,14|atk,speed|
674,675|675|359,242,34,421|hp,atk|
