Cities:
{"PlaceType"[City]}{"Name"[New Bark Town]}{"MapFiles"[barktown.dat,barktown0.dat,yourroom.dat,elmlab.dat,barktown\0.dat,barktown\1.dat]}{"Position"[20,13]}{"Size"[Small]}{"FlyTo"[barktown.dat,19,12,12]}
{"PlaceType"[City]}{"Name"[Cherrygrove City]}{"MapFiles"[cherrygrove.dat,cherrygrove_center.dat,cherrygrove_mart.dat,cherrygrove\0.dat,cherrygrove\1.dat,cherrygrove\2.dat]}{"Position"[16,13]}{"PlayerPosition"[17,13]}{"Size"[Horizontal]}{"FlyTo"[cherrygrove.dat,31,12,6]}
{"PlaceType"[Route]}{"Name"[Route 27]}{"MapFiles"[routes\route27.dat,routes\route27\1.dat]}{"Position"[24,13]}{"PlayerPosition"[24,13]}{"Direction"[Horizontal]}{"RouteType"[Land]}
{"PlaceType"[Route]}{"Name"[Route 27]}{"MapFiles"[routes\route27.dat,routes\route27\1.dat]}{"Position"[23,13]}{"PlayerPosition"[24,13]}{"Direction"[Horizontal]}{"RouteType"[Land]}
{"PlaceType"[Route]}{"Name"[Route 27]}{"MapFiles"[routes\route27.dat,routes\route27\1.dat]}{"Position"[22,13]}{"PlayerPosition"[24,13]}{"Direction"[Horizontal]}{"RouteType"[Land]}
{"PlaceType"[Route]}{"Name"[Route 27]}{"MapFiles"[routes\route27.dat,routes\route27\1.dat]}{"Position"[21,13]}{"PlayerPosition"[24,13]}{"Direction"[Horizontal]}{"RouteType"[Land]}

{"PlaceType"[Route]}{"Name"[Route 28]}{"MapFiles"[routes\route28.dat,routes\route28\0.dat]}{"Position"[26,7]}{"Direction"[Horizontal]}{"RouteType"[Land]}
{"PlaceType"[Route]}{"Name"[Route 28]}{"MapFiles"[routes\route28.dat,routes\route28\0.dat]}{"Position"[25,7]}{"Direction"[Horizontal]}{"RouteType"[Land]}

{"PlaceType"[Route]}{"Name"[Route 29]}{"MapFiles"[route29.dat,gates\route2946gate.dat]}{"Position"[19,13]}{"Direction"[Horizontal]}{"RouteType"[Land]}
{"PlaceType"[Route]}{"Name"[Route 29]}{"MapFiles"[route29.dat,gates\route2946gate.dat]}{"Position"[17,13]}{"Direction"[HorizontalConnection]}{"RouteType"[Land]}
{"PlaceType"[Route]}{"Name"[Route 29]}{"MapFiles"[route29.dat,gates\route2946gate.dat]}{"Position"[18,13]}{"Direction"[TUp]}{"RouteType"[Land]}

{"PlaceType"[Route]}{"Name"[Route 30]}{"MapFiles"[route30.dat,mrpokemonhouse.dat,routes\berryhouse.dat]}{"Position"[16,12]}{"PlayerPosition"[16,11]}{"Direction"[Vertical]}{"RouteType"[Land]}
{"PlaceType"[Route]}{"Name"[Route 30]}{"MapFiles"[route30.dat,mrpokemonhouse.dat,routes\berryhouse.dat]}{"Position"[16,11]}{"PlayerPosition"[16,11]}{"Direction"[Vertical]}{"RouteType"[Land]}
{"PlaceType"[Route]}{"Name"[Route 30]}{"MapFiles"[route30.dat,mrpokemonhouse.dat,routes\berryhouse.dat]}{"Position"[16,10]}{"PlayerPosition"[16,11]}{"Direction"[Vertical]}{"RouteType"[Land]}

{"PlaceType"[Route]}{"Name"[Route 31]}{"MapFiles"[route31.dat,violetroute31gate.dat]}{"Position"[16,9]}{"Direction"[CurveDownLeft]}{"RouteType"[Land]}
{"PlaceType"[Route]}{"Name"[Route 31]}{"MapFiles"[route31.dat,violetroute31gate.dat]}{"Position"[15,9]}{"Direction"[Horizontal]}{"RouteType"[Land]}

{"PlaceType"[Route]}{"Name"[Route 32]}{"MapFiles"[route32.dat,route32_center.dat]}{"Position"[13,10]}{"PlayerPosition"[13,11]}{"Direction"[Vertical]}{"RouteType"[Land]}
{"PlaceType"[Route]}{"Name"[Route 32]}{"MapFiles"[route32.dat,route32_center.dat]}{"Position"[13,11]}{"PlayerPosition"[13,11]}{"Direction"[Vertical]}{"RouteType"[Land]}
{"PlaceType"[Route]}{"Name"[Route 32]}{"MapFiles"[route32.dat,route32_center.dat]}{"Position"[13,12]}{"PlayerPosition"[13,11]}{"Direction"[Vertical]}{"RouteType"[Land]}
{"PlaceType"[Route]}{"Name"[Route 32]}{"MapFiles"[route32.dat,route32_center.dat]}{"Position"[13,13]}{"PlayerPosition"[13,11]}{"Direction"[Vertical]}{"RouteType"[Land]}
{"PlaceType"[Route]}{"Name"[Route 32]}{"MapFiles"[route32.dat,route32_center.dat]}{"Position"[13,13]}{"PlayerPosition"[13,11]}{"Direction"[VerticalConnection]}{"RouteType"[Land]}

{"PlaceType"[Route]}{"Name"[Route 33]}{"MapFiles"[route33.dat]}{"Position"[13,14]}{"PlayerPosition"[13,15]}{"Direction"[VerticalConnection]}{"RouteType"[Land]}
{"PlaceType"[Route]}{"Name"[Route 33]}{"MapFiles"[route33.dat]}{"Position"[13,15]}{"PlayerPosition"[13,15]}{"Direction"[CurveUpLeft]}{"RouteType"[Land]}
{"PlaceType"[Route]}{"Name"[Route 33]}{"MapFiles"[route33.dat]}{"Position"[12,15]}{"PlayerPosition"[13,15]}{"Direction"[Horizontal]}{"RouteType"[Land]}

{"PlaceType"[Route]}{"Name"[Route 34]}{"MapFiles"[]}{"Position"[11,15]}{"PlayerPosition"[10,14]}{"Direction"[Horizontal]}{"RouteType"[Land]}
{"PlaceType"[Route]}{"Name"[Route 34]}{"MapFiles"[routes\route34.dat,routes\daycare.dat,gates\ilexroute34gate.dat]}{"Position"[10,15]}{"PlayerPosition"[10,14]}{"Direction"[CurveUpRight]}{"RouteType"[Land]}
{"PlaceType"[Route]}{"Name"[Route 34]}{"MapFiles"[routes\route34.dat,routes\daycare.dat,gates\ilexroute34gate.dat]}{"Position"[10,14]}{"PlayerPosition"[10,14]}{"Direction"[Vertical]}{"RouteType"[Land]}
{"PlaceType"[Route]}{"Name"[Route 34]}{"MapFiles"[routes\route34.dat,routes\daycare.dat,gates\ilexroute34gate.dat]}{"Position"[10,13]}{"PlayerPosition"[10,14]}{"Direction"[Vertical]}{"RouteType"[Land]}

{"PlaceType"[Route]}{"Name"[Route 35]}{"MapFiles"[routes\route35.dat,gates\goldenrodroute35gate.dat]}{"Position"[10,10]}{"Direction"[Vertical]}{"RouteType"[Land]}
{"PlaceType"[Route]}{"Name"[Route 35]}{"MapFiles"[routes\route35.dat,gates\goldenrodroute35gate.dat]}{"Position"[10,9]}{"Direction"[Vertical]}{"RouteType"[Land]}

{"PlaceType"[Route]}{"Name"[Route 36]}{"MapFiles"[route36.dat]}{"Position"[11,8]}{"Direction"[TUp]}{"RouteType"[Land]}
{"PlaceType"[Route]}{"Name"[Route 36]}{"MapFiles"[route36.dat]}{"Position"[12,8]}{"Direction"[Horizontal]}{"RouteType"[Land]}

{"PlaceType"[Route]}{"Name"[Route 37]}{"MapFiles"[route37.dat]}{"Position"[11,7]}{"Direction"[Vertical]}{"RouteType"[Land]}

{"PlaceType"[Route]}{"Name"[Route 38]}{"MapFiles"[route38.dat,gates\ecruteakroute38.dat]}{"Position"[9,6]}{"Direction"[Horizontal]}{"RouteType"[Land]}
{"PlaceType"[Route]}{"Name"[Route 38]}{"MapFiles"[route38.dat,gates\ecruteakroute38.dat]}{"Position"[8,6]}{"Direction"[Horizontal]}{"RouteType"[Land]}

{"PlaceType"[Route]}{"Name"[Route 39]}{"MapFiles"[route39.dat,route39\barn.dat,route39\house.dat]}{"Position"[7,6]}{"Direction"[CurveDownRight]}{"RouteType"[Land]}
{"PlaceType"[Route]}{"Name"[Route 39]}{"MapFiles"[route39.dat,route39\barn.dat,route39\house.dat]}{"Position"[7,7]}{"Direction"[Vertical]}{"RouteType"[Land]}

{"PlaceType"[Route]}{"Name"[Route 40]}{"MapFiles"[routes\route40.dat]}{"Position"[7,9]}{"Direction"[Horizontal]}{"RouteType"[Land]}
{"PlaceType"[Route]}{"Name"[Route 40]}{"MapFiles"[routes\route40.dat]}{"Position"[6,10]}{"Direction"[Vertical]}{"RouteType"[Water]}
{"PlaceType"[Route]}{"Name"[Route 40]}{"MapFiles"[routes\route40.dat]}{"Position"[6,9]}{"Direction"[CurveDownRight]}{"RouteType"[Land]}

{"PlaceType"[Route]}{"Name"[Route 41]}{"MapFiles"[routes\route41.dat]}{"Position"[6,11]}{"PlayerPosition"[6,11]}{"Direction"[Vertical]}{"RouteType"[Water]}
{"PlaceType"[Route]}{"Name"[Route 41]}{"MapFiles"[routes\route41.dat]}{"Position"[6,12]}{"PlayerPosition"[6,11]}{"Direction"[CurveUpLeft]}{"RouteType"[Water]}
{"PlaceType"[Route]}{"Name"[Route 41]}{"MapFiles"[routes\route41.dat]}{"Position"[5,12]}{"PlayerPosition"[6,11]}{"Direction"[Horizontal]}{"RouteType"[Water]}

{"PlaceType"[Route]}{"Name"[Route 42]}{"MapFiles"[routes\route42.dat,gates\ecruteakroute42gate.dat]}{"Position"[13,6]}{"Direction"[Horizontal]}{"RouteType"[Land]}
{"PlaceType"[Route]}{"Name"[Route 42]}{"MapFiles"[routes\route42.dat,gates\ecruteakroute42gate.dat]}{"Position"[14,6]}{"Direction"[Horizontal]}{"RouteType"[Land]}
{"PlaceType"[Route]}{"Name"[Route 42]}{"MapFiles"[routes\route42.dat,gates\ecruteakroute42gate.dat]}{"Position"[12,6]}{"Direction"[Horizontal]}{"RouteType"[Land]}

{"PlaceType"[Route]}{"Name"[Route 43]}{"MapFiles"[routes\route43.dat,gates\route43gate.dat,gates\mahoganyroute43gate.dat]}{"Position"[15,5]}{"PlayerPosition"[15,5]}{"Direction"[Vertical]}{"RouteType"[Land]}
{"PlaceType"[Route]}{"Name"[Route 43]}{"MapFiles"[routes\route43.dat,gates\route43gate.dat,gates\mahoganyroute43gate.dat]}{"Position"[15,4]}{"PlayerPosition"[15,5]}{"Direction"[Vertical]}{"RouteType"[Land]}

{"PlaceType"[Route]}{"Name"[Route 44]}{"MapFiles"[routes\route44.dat]}{"Position"[16,6]}{"PlayerPosition"[17,6]}{"Direction"[Horizontal]}{"RouteType"[Land]}
{"PlaceType"[Route]}{"Name"[Route 44]}{"MapFiles"[routes\route44.dat]}{"Position"[17,6]}{"PlayerPosition"[17,6]}{"Direction"[Horizontal]}{"RouteType"[Land]}
{"PlaceType"[Route]}{"Name"[Route 44]}{"MapFiles"[routes\route44.dat]}{"Position"[18,6]}{"PlayerPosition"[17,6]}{"Direction"[Horizontal]}{"RouteType"[Land]}

{"PlaceType"[Route]}{"Name"[Route 45]}{"MapFiles"[routes\route45.dat]}{"Position"[19,7]}{"PlayerPosition"[19,9]}{"Direction"[Vertical]}{"RouteType"[Land]}
{"PlaceType"[Route]}{"Name"[Route 45]}{"MapFiles"[routes\route45.dat]}{"Position"[19,8]}{"PlayerPosition"[19,9]}{"Direction"[Vertical]}{"RouteType"[Land]}
{"PlaceType"[Route]}{"Name"[Route 45]}{"MapFiles"[routes\route45.dat]}{"Position"[19,9]}{"PlayerPosition"[19,9]}{"Direction"[Vertical]}{"RouteType"[Land]}
{"PlaceType"[Route]}{"Name"[Route 45]}{"MapFiles"[routes\route45.dat]}{"Position"[19,10]}{"PlayerPosition"[19,9]}{"Direction"[Vertical]}{"RouteType"[Land]}
{"PlaceType"[Route]}{"Name"[Route 45]}{"MapFiles"[routes\route45.dat]}{"Position"[18,11]}{"PlayerPosition"[19,9]}{"Direction"[HorizontalConnection]}{"RouteType"[Land]}
{"PlaceType"[Route]}{"Name"[Route 45]}{"MapFiles"[routes\route45.dat]}{"Position"[19,11]}{"PlayerPosition"[19,9]}{"Direction"[CurveUpLeft]}{"RouteType"[Land]}

{"PlaceType"[Route]}{"Name"[Route 46]}{"MapFiles"[routes\route46.dat]}{"Position"[18,11]}{"Direction"[CurveDownRight]}{"RouteType"[Land]}
{"PlaceType"[Route]}{"Name"[Route 46]}{"MapFiles"[routes\route46.dat]}{"Position"[18,12]}{"Direction"[Vertical]}{"RouteType"[Land]}

{"PlaceType"[Route]}{"Name"[Route 47]}{"MapFiles"[routes\route47\1.dat,routes\route47\2.dat,routes\route47\3.dat,routes\route47\c1.dat,routes\route47\c2.dat,routes\route47\cb.dat]}{"Position"[3,12]}{"PlayerPosition"[2,12]}{"Direction"[Horizontal]}{"RouteType"[Land]}
{"PlaceType"[Route]}{"Name"[Route 47]}{"MapFiles"[routes\route47\1.dat,routes\route47\2.dat,routes\route47\3.dat,routes\route47\c1.dat,routes\route47\c2.dat,routes\route47\cb.dat]}{"Position"[2,12]}{"PlayerPosition"[2,12]}{"Direction"[Horizontal]}{"RouteType"[Land]}
{"PlaceType"[Route]}{"Name"[Route 47]}{"MapFiles"[routes\route47\1.dat,routes\route47\2.dat,routes\route47\3.dat,routes\route47\c1.dat,routes\route47\c2.dat,routes\route47\cb.dat]}{"Position"[1,12]}{"PlayerPosition"[2,12]}{"Direction"[CurveUpRight]}{"RouteType"[Land]}

{"PlaceType"[Route]}{"Name"[Route 48]}{"MapFiles"[routes\route48.dat]}{"Position"[1,10]}{"Direction"[Vertical]}{"RouteType"[Land]}
{"PlaceType"[Route]}{"Name"[Route 48]}{"MapFiles"[routes\route48.dat]}{"Position"[1,11]}{"Direction"[Vertical]}{"RouteType"[Land]}

{"PlaceType"[Route]}{"Name"[Route 49]}{"MapFiles"[routes\route49.dat]}{"Position"[16,14]}{"PlayerPosition"[16,14]}{"Direction"[Vertical]}{"RouteType"[Water]}
{"PlaceType"[Route]}{"Name"[Route 49]}{"MapFiles"[routes\route49.dat]}{"Position"[16,15]}{"PlayerPosition"[16,14]}{"Direction"[CurveUpRight]}{"RouteType"[Water]}

{"PlaceType"[Route]}{"Name"[Route 50]}{"MapFiles"[routes\route50.dat]}{"Position"[17,15]}{"PlayerPosition"[17,15]}{"Direction"[Horizontal]}{"RouteType"[Water]}
{"PlaceType"[Route]}{"Name"[Route 50]}{"MapFiles"[routes\route50.dat]}{"Position"[18,15]}{"PlayerPosition"[17,15]}{"Direction"[Horizontal]}{"RouteType"[Land]}
{"PlaceType"[Route]}{"Name"[Route 50]}{"MapFiles"[routes\route50.dat]}{"Position"[19,15]}{"PlayerPosition"[17,15]}{"Direction"[HorizontalEndRight]}{"RouteType"[Land]}

Places:
{"PlaceType"[Place]}{"Name"[Dark Cave]}{"Mapfiles"[darkcave\darkcave0.dat,darkcave\darkcave1.dat]}{"Position"[18,11]}{"Size"[Small]}
{"PlaceType"[Place]}{"Name"[Dark Cave]}{"Mapfiles"[darkcave\darkcave0.dat,darkcave\darkcave1.dat]}{"Position"[19,7]}{"Size"[Small]}
{"PlaceType"[Place]}{"Name"[Dark Cave]}{"Mapfiles"[darkcave\darkcave0.dat,darkcave\darkcave1.dat]}{"Position"[16,9]}{"Size"[Small]}
{"PlaceType"[Place]}{"Name"[Union Cave]}{"Mapfiles"[unioncave\unioncavebf1.dat,unioncave\unioncavebf2.dat,unioncave\unioncavef1.dat]}{"Position"[13,14]}{"Size"[Small]}{"FlyTo"[route32.dat,13,12,75]}
{"PlaceType"[Place]}{"Name"[Mt. Mortar]}{"Mapfiles"[mtmortar\mtmortarbf1.dat,mtmortar\mtmortarf1.dat,mtmortar\mtmortarmain.dat,mtmortar\mtmortarf2.dat]}{"Position"[13,6]}{"Size"[Small]}
{"PlaceType"[Place]}{"Name"[Mt. Silver]}{"Mapfiles"[mtsilver\exterior.dat,mtsilver\center.dat,mtsilver\1f.dat,mtsilver\2f.dat,mtsilver\3f.dat,mtsilver\expert.dat,mtsilver\moltres.dat,mtsilver\side.dat,mtsilver\snow.dat,mtsilver\peak.dat]}{"Position"[24,7]}{"Size"[Small]}{"FlyTo"[mtsilver\exterior.dat,17,13,5]}
{"PlaceType"[Place]}{"Name"[Victory Road]}{"Mapfiles"[victoryroad\1.dat,victoryroad\2.dat,victoryroad\3.dat]}{"Position"[27,5]}{"Size"[Vertical]}{"FlyTo"[routes\route23.dat,15,18,1]}
{"PlaceType"[Place]}{"Name"[Tohjo Falls]}{"Mapfiles"[tohjofalls.dat]}{"Position"[22,13]}{"Size"[Small]}

{"PlaceType"[Place]}{"Name"[Sprout Tower]}{"Mapfiles"[violet\sprouttowerf1.dat,violet\sprouttowerf2.dat,violet\sprouttowerf3.dat]}{"Position"[14,8]}{"Size"[Small]}
{"PlaceType"[Place]}{"Name"[Tin Tower]}{"Mapfiles"[ecruteak\tintower1f.dat,ecruteak\tintower2f.dat,ecruteak\tintower3f.dat,ecruteak\tintower4f.dat,ecruteak\tintower5f.dat,ecruteak\tintower6f.dat,ecruteak\tintower7f.dat,ecruteak\tintower8f.dat,ecruteak\tintower9f.dat,ecruteak\tintower10f.dat]}{"Position"[11,5]}{"Size"[Small]}
{"PlaceType"[Place]}{"Name"[Burned Tower]}{"Mapfiles"[burnedtower\burnedtower1f.dat,burnedtower\burnedtowerb1f.dat]}{"Position"[10,5]}{"Size"[Small]}
{"PlaceType"[Place]}{"Name"[Glitter Lighthouse]}{"Mapfiles"[lighthouse\lighthouse0.dat]}{"Position"[8,9]}{"Size"[Small]}
{"PlaceType"[Place]}{"Name"[Indigo Plateau]}{"Mapfiles"[indigo\outside.dat,indigo\inside.dat,indigo\will.dat,indigo\koga.dat,indigo\bruno.dat,indigo\karen.dat,indigo\lance.dat,indigo\halloffame.dat]}{"Position"[27,4]}{"Size"[Small]}{"FlyTo"[indigo\outside.dat,1,13,-28]}

{"PlaceType"[Place]}{"Name"[Slowpoke Well]}{"Mapfiles"[slowpokewell\slowpokewell1f.dat,slowpokewell\slowpokewellb1f.dat]}{"Position"[12,15]}{"Size"[Small]}
{"PlaceType"[Place]}{"Name"[Ice Path]}{"Mapfiles"[icepath\1f.dat,icepath\2f.dat,icepath\3f.dat,icepath\4f.dat]}{"Position"[20,5]}{"Size"[Small]}
{"PlaceType"[Place]}{"Name"[Dragon's Den]}{"Mapfiles"[dragonsden\0.dat,dragonsden\1.dat,dragonsden\main.dat,dragonsden\shrine.dat]}{"Position"[19,5]}{"Size"[Small]}
{"PlaceType"[Place]}{"Name"[Ruins of Alph]}{"Mapfiles"[alph\ruinsofalph.dat,gates\alphroutegate32.dat,gates\alphroute36gate.dat,alph\alph01.dat,alph\alph02.dat,alph\alph03.dat,alph\alph04.dat,alph\alph05.dat,alph\alph06.dat,alph\alphhouse.dat]}{"Position"[12,10]}{"Size"[VericalBig]}
{"PlaceType"[Place]}{"Name"[Embedded Tower]}{"Mapfiles"[routes\route47\embtower\main.dat,routes\route47\embtower\main2.dat,routes\route47\embtower\dstone.dat,routes\route47\embtower\lstone.dat,routes\route47\embtower\reshiram.dat,routes\route47\embtower\zekrom.dat,routes\route47\embtower\pkyurem.dat,routes\route47\embtower\kyurem.dat]}{"Position"[1,12]}{"Size"[Small]}

{"PlaceType"[Place]}{"Name"[Ilex Forest]}{"Mapfiles"[ilexforest.dat]}{"Position"[10,15]}{"Size"[Small]}
{"PlaceType"[Place]}{"Name"[National Park]}{"Mapfiles"[nationalpark\nationalpark0.dat,nationalpark\nationalpark1.dat,nationalpark\nationalpark2.dat,nationalpark\contest.dat]}{"Position"[10,8]}{"Size"[Round]}
{"PlaceType"[Place]}{"Name"[Safari Zone]}{"Mapfiles"[safarizone\main.dat,safarizone\center.dat,safarizone\gate.dat,safarizone\areas\0.dat,safarizone\areas\1.dat,safarizone\areas\2.dat,safarizone\areas\3.dat,safarizone\areas\4.dat,safarizone\areas\5.dat,safarizone\areas\6.dat,safarizone\areas\7.dat,safarizone\areas\8.dat,safarizone\areas\9.dat,safarizone\areas\10.dat,safarizone\areas\11.dat,safarizone\areas\12.dat,safarizone\areas\12.dat,safarizone\areas\14.dat,safarizone\areas\15.dat]}{"Position"[1,9]}{"Size"[Square]}{"FlyTo"[safarizone\main.dat,3,12,8]}

{"PlaceType"[Place]}{"Name"[Whirl Islands]}{"Mapfiles"[whirislands\1fnw.dat,whirislands\1fne.dat,whirislands\1fse.dat,whirislands\1fsw.dat,whirislands\bf1main.dat,whirislands\sc1.dat,whirislands\sc2.dat,whirislands\sc3.dat,whirislands\sc4.dat,whirislands\wfall.dat,whirislands\lugia.dat]}{"Position"[6,12]}{"Size"[Small]}
{"PlaceType"[Place]}{"Name"[Lake of Rage]}{"Mapfiles"[lakeofrage.dat,lakeofrage\0.dat,lakeofrage\1.dat]}{"Position"[15,3]}{"Size"[Large]}{"FlyTo"[lakeofrage.dat,27,12,32]}

{"PlaceType"[Place]}{"Name"[Twirl Forest]}{"Mapfiles"[twirl forest\main.dat,twirl forest\0\0.dat,twirl forest\0\1.dat,twirl forest\0\2.dat,twirl forest\0\3.dat,twirl forest\0\4.dat,twirl forest\0\5.dat,twirl forest\0\9.dat,twirl forest\0\10.dat,twirl forest\0\11.dat,twirl forest\0\15.dat]}{"Position"[1,6]}{"Size"[Small]}
{"PlaceType"[Place]}{"Name"[Berry Vista]}{"Mapfiles"[BerryVista.dat]}{"Position"[11,17]}{"Size"[Small]}

