227|227|64,211,43,28|atk,def|
228,229|228|44,52,123,336|atk,spatk|
231,232|231|205,33,111,175|atk,def|
234|234|43,95,36,310|atk,speed|
235|235|93,71,84,52|spatk,speed|
236,237|237|27,116,228,98|atk,def|
241|241|111,205,208,33|def,spdef|
243|243|44,43,84,98|spatk,speed|
244|244|44,43,83,23|spatk,speed|
245|245|44,43,61,62|spatk,speed|
246,247,248|246|44,201,43,498|atk,def|
249|249|311,16,352,240|spatk,speed|
250|250|311,16,52,241|spatk,speed|
251|251|93,73,105,246|spatk,speed|
252,253,254|252|71,228,1,43|atk,speed|
255,256,257|255|52,64,10,45|atk,speed|
258,259,260|258|55,189,33,45|spatk,speed|
261,262|261|33,44,336,28|atk,speed|
263,264|263|33,45,28,29|atk,def|
265,266,267,268,269|265|33,40,81,450|def,spdef|
270,271,272|270|310,71,45,54|spatk,hp|
273,274,275|273|117,106,74,1|def,spdef|
276,277|276|64,116,98,33|atk,speed|
278,279|278|55,48,17,45|spatk,speed|
280,281,282,475|280|45,93,104,345|spatk,spdef|
285,286|285|71,78,73,33|spatk,def|
287,288,289|287|10,281,227,133|def,spdef|
296,297|296|116,292,33,28|atk,def|
304,305,306|304|189,232,106,29|def,atk|
307,308|307|96,197,93,237|spatk,def|
322,323|322|52,222,45,116|spatk,def|
324|324|110,52,174,123|def,spatk|
327|327|33,253,185,60|atk,spatk|
328,329,330|328|44,28,328,117|atk,spdef|
331,332|331|40,71,73,28|atk,spatk|
333,334|333|64,310,47,31|atk,hp|
335|335|98,210,43,10|atk,speed|
336|336|35,207,44,342|atk,speed|
341,342|341|145,11,282,43|atk,def|
349,350|349|150,33,175,57|spatk,speed|
357|357|74,75,16,43|atk,hp|
361,362,478|361|181,104,43,44|spatk,atk|
363,364,365|363|55,111,205,181|spatk,def|
366,367,368|366|128,55,334,504|def,spatk|
369|369|55,317,106,281|hp,def|
370,594|370|33,204,55,97|speed,spdef|
371,372,373|371|44,52,116,29|atk,def|
374,375,376|374|36|atk,def|
382|382|352,58,184,156|spatk,spdef|
383|383|341,52,184,156|atk,def|
384|384|239,44,184,246|atk,spatk|
387,388,389|387|110,71,75,174|def,spdef|
390,391,392|390|10,43,52,172|atk,speed|
393,394,395|393|145,64,1,45|spatk,def|
396,397,398|396|98,33,17,104|atk,speed|
399,400|399|205,111,45,33|def,spdef|
403,404,405|403|268,209,33,43|spatk,atk|
406,315,407|406|71,74,78,346|spatk,def|
415,416|415|230,16,450,405|def,spdef|
418,419|418|49,98,55,228|speed,atk|
420,421|421|311,241,76,234|spatk,spdef|
422,423|422|352,189,106,182|def,spatk|
427,428|427|1,111,98,203|speed,def|
436,437|436|93,95,109,33|def,spatk|
442|442|174,228,425,109|spatk,speed|
443,444,445|443|82,33,28,36|atk,speed|
447,448|447|98,68,364,395|atk,speed|
449,450|449|33,28,44,281|atk,speed|
451,452|451|44,40,43,42|atk,spdef|
453,454|453|310,40,189,279|atk,def|
456,457|456|55,1,240,16|hp,spatk|
459,460|459|181,74,43,196|atk,spatk|
479|479|268,84,109,310|spatk,spdef|
495,496,497|495|22,33,74,536|atk,def|
498,499,500|498|52,33,111,205|atk,spatk|
501,502,503|501|55,33,116,210|atk,speed|
504,505|504|33,43,242,28|atk,def|
506,507,508|506|44,33,36,43|hp,atk|
509,510|509|10,45,228,154|speed,def|
511,512|511|10,122,22,73|spatk,speed|
513,514|513|10,122,510,281|spatk,speed|
515,516|515|10,122,55,44|spatk,speed|
519,520,521|519|98,16,45,197|atk,speed|
522,523|522|98,39,488,351|spatk,speed|
531|531|45,3,287,213|hp,def|
535,536,537|535|145,496,341,48|spatk,hp|
540,541,542|540|33,522,81,75|atk,speed|
546,547|546|71,73,74,77|spatk,spdef|
551,552,553|551|43,44,28,99|atk,speed|
556|556|64,71,42,74|atk,def|
557,558|557|210,350,110,185|def,spdef|
570,571|570|10,43,228,313|atk,speed|
580,581|580|55,17,432,240|speed,spatk|
582,583,584|582|333,106,310,54|spatk,def|
585,586|585|73,28,36,185|atk,speed|
590,591|590|147,92,235,188|spatk,spdef|
592,593|592|71,101,145,105|spatk,spdef|
595,596|595|324,435,97,85|spatk,speed|
597,598|597|191,402,446,360|spdef,def|
599,600,601|599|11,268,84,544|def,spdef|
602,603,604|602|33,86,209,451|spatk,def|
607,608,609|607|52,310,107,123|spatk,spdef|
610,611,612|610|43,530,372,10|atk,speed|
613,614|613|45,181,362,154|atk,spatk|
621|621|10,468,337,43|atk,speed|
626|626|43,228,31,30|atk,def|
627,628|627|17,31,184,468|atk,hp|
629,630|629|16,43,31,365|atk,speed|
633,634,635|633|82,44,116,29|atk,speed|
636,637|636|36,141,52,488|spatk,atk|
661,662,663|661|512,488,216,14|atk,speed|
674,675|674|163,91,233,332|hp,atk|
708,709|708|310,109,73,261|atk,spdef|
714,715|714|48,141,44,97|speed,spatk|
